tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Curriculum dello Studente,Orientamento | Valutazione e Autovalutazione
Arte e Creatività; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Progetti e Attività Esemplari,Creazione Autoritratti con Tecniche Diverse,Arte e Creatività | Orientamento
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,G. D'Annunzio,RMPSII500C,II Grado,Liceo,Progetti e Attività Esemplari,Valorizzazione del merito degli alunni con borse di studio,Valutazione e Autovalutazione | Orientamento
Inclusione e BES; Prevenzione Disagio; Orientamento; Rapporti con Famiglie,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Buone Pratiche per l'Inclusione,Percorsi Personalizzati e Tutoraggio per Studenti Fragili,Inclusione e BES | Prevenzione Disagio | Orientamento | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; Valutazione e Autovalutazione,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Azioni di Sistema e Governance,Costruzione di un Curricolo Verticale e Sistema di Valutazione per Competenze,Orientamento | Continuità e Accoglienza | Valutazione e Autovalutazione
PCTO/Alternanza; Sostenibilità e Ambiente; Orientamento; Imprenditorialità; STEM e Ricerca,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Progetti e Attività Esemplari,PCTO 'La Transizione Energetica Che Fa Scuola',PCTO/Alternanza | Sostenibilità e Ambiente | Orientamento | Imprenditorialità | Scienze e Ricerca
Orientamento; Cittadinanza e Legalità; Intercultura e Lingue; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Enti e Associazioni del Territorio,Orientamento | Cittadinanza e Legalità | Intercultura | Continuità e Accoglienza | Rapporti con Famiglie
Lingue Straniere; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Certificazioni linguistiche per studenti,Lingue Straniere | Orientamento
Digitalizzazione; Orientamento; Imprenditorialità; PCTO/Alternanza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Potenziamento competenze digitali e trasversali,Digitalizzazione | Orientamento | Imprenditorialità | PCTO/Alternanza
Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Sviluppo competenze linguistiche e interculturali per mobilità,Lingue Straniere | Intercultura
Arte e Creatività; Digitalizzazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Analisi e progettazione di artefatti visivi per la comunicazione di massa,Arte e Creatività | Digitalizzazione
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,"PCTO con Università, CNR e Enti Territoriali",PCTO/Alternanza | Orientamento | Imprenditorialità
Inclusione e BES; PCTO/Alternanza; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Collaborazione per percorsi di autonomia e PCTO,Inclusione e BES | PCTO/Alternanza | Orientamento
Continuità e Accoglienza; Inclusione e BES; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Attività di accoglienza e integrazione strutturate,Continuità e Accoglienza | Inclusione e BES | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Orientamento in entrata e in uscita con supporto al ri-orientamento,Orientamento | Continuità e Accoglienza | Prevenzione Disagio
Lingue Straniere; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Potenziamento lingua inglese B2 per scopi comunicativi e professionali,Lingue Straniere | Orientamento
Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Applicazione metodologie gestione per progetti,Imprenditorialità | Orientamento
Orientamento; Cittadinanza e Legalità,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Sviluppo competenze di team working e comunicazione organizzativa,Orientamento | Cittadinanza e Legalità
Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Analisi e interpretazione tendenze di mercato e modelli aziendali,Imprenditorialità | Orientamento
PCTO/Alternanza; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,PCTO con stage in azienda e lezioni professionali,PCTO/Alternanza | Orientamento
Digitalizzazione; STEM e Ricerca; Matematica e Logica,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Percorsi per lo sviluppo delle competenze STEM con fondi PNRR,Digitalizzazione | Scienze e Ricerca | Matematica e Logica
Orientamento; Continuità e Accoglienza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,"Moduli di orientamento formativo per classi I, II e III",Orientamento | Continuità e Accoglienza
PCTO/Alternanza; Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,"PCTO Progetto ""Che impresa, ragazzi!""",PCTO/Alternanza | Imprenditorialità | Orientamento
Cittadinanza e Legalità; Orientamento; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto EDUCAL - Simulazione Aule di Tribunale,Cittadinanza e Legalità | Educazione Civica | Orientamento | Prevenzione Disagio
Orientamento; Lingue Straniere; Arte e Creatività; PCTO/Alternanza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Organizzazione visita guidata da studenti del corso turistico,Orientamento | Lingue Straniere | Arte e Creatività | PCTO/Alternanza
Prevenzione Disagio; Sport e Benessere; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Laboratori sui Disturbi del Comportamento Alimentare,Prevenzione Disagio | Sport e Benessere | Cittadinanza e Legalità | Rapporti con Famiglie
Lingue Straniere; Orientamento; Cittadinanza europea e internazionale,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,DELE A2/B1 para escolares,Lingue Straniere | Orientamento | Cittadinanza europea e internazionale
Inclusione e BES; PCTO/Alternanza; Continuità e Accoglienza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Accoglienza e integrazione alunni BES,Inclusione e BES | PCTO/Alternanza | Continuità e Accoglienza
Continuità e Accoglienza; Orientamento; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,Attività di accoglienza per favorire l'inserimento scolastico,Continuità e Accoglienza | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto FIxO YEI per NEET,Orientamento | Inclusione e BES | PCTO/Alternanza | Prevenzione Disagio
Inclusione e BES; Orientamento; Prevenzione Disagio; Valutazione e Autovalutazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Percorsi di Mentoring PNRR per studenti a rischio abbandono,Inclusione e BES | Orientamento | Prevenzione Disagio | Valutazione e Autovalutazione
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Valutazione focalizzata sui contenuti e sul progresso,Inclusione e BES | Valutazione e Autovalutazione
PCTO/Alternanza; Orientamento; Inclusione e BES,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,PCTO per alunni con disabilità e orientamento post-diploma,PCTO/Alternanza | Orientamento | Inclusione e BES
Inclusione e BES; Orientamento; Valutazione e Autovalutazione; Formazione Docenti; Partnership e Collaborazioni Strategiche,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,"Funzioni Strumentali per Inclusione, Orientamento e Aggiornamento",Inclusione e BES | Orientamento | Valutazione e Autovalutazione | Formazione Docenti | Partnership e Collaborazioni Strategiche
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,Coordinamento Funzione Strumentale Orientamento,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Enti Locali per servizi e sostegno agli studenti,Orientamento | Inclusione e BES | PCTO/Alternanza | Cittadinanza e Legalità | Rapporti con Famiglie
PCTO/Alternanza; STEM e Ricerca; Orientamento; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Esperienze Territoriali Significative,PCTO in collaborazione con enti di ricerca e università,PCTO/Alternanza | Scienze e Ricerca | Orientamento | Imprenditorialità
Orientamento; PCTO/Alternanza; Valutazione e Autovalutazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Metodologie Didattiche Innovative,Tutoring e valorizzazione esperienze culturali/professionali studenti,Orientamento | PCTO/Alternanza | Valutazione e Autovalutazione
Orientamento; PCTO/Alternanza; Valutazione e Autovalutazione; Continuità e Accoglienza,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Riconoscimento crediti formativi per studi/esperienze lavorative,Orientamento | PCTO/Alternanza | Valutazione e Autovalutazione | Continuità e Accoglienza
PCTO/Alternanza; Orientamento; STEM e Ricerca,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Aeronautica Militare per PCTO,PCTO/Alternanza | Orientamento | Scienze e Ricerca
Orientamento; Valutazione e Autovalutazione; STEM e Ricerca; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Modulo di orientamento formativo per la classe V (PNRR),Orientamento | Valutazione e Autovalutazione | Scienze e Ricerca | Imprenditorialità
Imprenditorialità; PCTO/Alternanza; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Pillole Di Project Management,Imprenditorialità | PCTO/Alternanza | Orientamento
Orientamento; Cittadinanza e Legalità; STEM e Ricerca; Arte e Creatività,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto Villa Mondragone: Valorizzazione Culturale e Didattica Interdisciplinare,Orientamento | Cittadinanza e Legalità | Educazione Civica | Scienze e Ricerca | Arte e Creatività
Orientamento; Imprenditorialità; STEM e Ricerca; Matematica e Logica,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,"Unilab: Seminari su Economia, Impresa e Società con Università Tor Vergata",Orientamento | Imprenditorialità | Scienze e Ricerca | Matematica e Logica
Orientamento; Cittadinanza e Legalità; Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,NHSMUN NEW YORK: Simulazione Internazionale dei Lavori delle Nazioni Unite,Orientamento | Cittadinanza e Legalità | Educazione Civica | Lingue Straniere | Intercultura
Orientamento; PCTO/Alternanza; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Startupper School Academy: Ideazione e Prototipazione Progetti Imprenditoriali,Orientamento | PCTO/Alternanza | Imprenditorialità
Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Percorso Formativo Organico per la Cittadinanza Attiva,Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Digitalizzazione
Digitalizzazione; Lettura e Scrittura; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Sistema Informatizzato per la Biblioteca,Digitalizzazione | Lettura e Scrittura | Orientamento
Orientamento; Cittadinanza e Legalità; Imprenditorialità; Valutazione e Autovalutazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Educazione finanziaria - ATTIVA LA RETE TUTTI PER UNO,Orientamento | Cittadinanza e Legalità | Educazione Civica | Imprenditorialità | Valutazione e Autovalutazione
Cittadinanza e Legalità; Orientamento; Intercultura e Lingue,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,DI-BATTITI: Dibattiti interattivi per il benessere e la crescita culturale,Cittadinanza e Legalità | Educazione Civica | Orientamento | Intercultura
Sostenibilità e Ambiente; PCTO/Alternanza; STEM e Ricerca; Cittadinanza e Legalità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto 'Dallo sport al gioco – il ciclo sostenibile della gomma',Sostenibilità e Ambiente | PCTO/Alternanza | Scienze e Ricerca | Educazione Civica
Digitalizzazione; Formazione Docenti; PCTO/Alternanza; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Gestione Corsi Cisco e Certificazioni Informatiche,Digitalizzazione | Formazione Docenti | PCTO/Alternanza | Orientamento
Orientamento; Inclusione e BES; PCTO/Alternanza,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Azioni di Sistema e Governance,Commissione per l'orientamento in uscita e Dipartimento di sostegno,Orientamento | Inclusione e BES | PCTO/Alternanza
PCTO/Alternanza; STEM e Ricerca; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Convenzioni con Università e Enti di Ricerca per PCTO,PCTO/Alternanza | Scienze e Ricerca | Orientamento
Cittadinanza e Legalità; Sostenibilità e Ambiente; Arte e Creatività,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,"Formazione su Legalità, Sostenibilità e Beni Culturali",Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Arte e Creatività
Orientamento; Continuità e Accoglienza,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Centro Studi e Recupero Anni Scolastici,Orientamento | Continuità e Accoglienza
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Stage e Tirocini per Collegamento Mondo del Lavoro,PCTO/Alternanza | Orientamento | Imprenditorialità
Orientamento; Continuità e Accoglienza; Sostenibilità e Ambiente,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Sinergie con Università e Istituzioni Locali,Orientamento | Continuità e Accoglienza | Sostenibilità e Ambiente
Orientamento; Lingue Straniere; Intercultura e Lingue; Sport e Benessere,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Percorsi per le Competenze Trasversali e Orientamento (PCTO) con Erasmus+,Orientamento | Lingue Straniere | Intercultura | Sport e Benessere
Valutazione e Autovalutazione; Orientamento; Rapporti con Famiglie,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Approccio sistemico al sapere e contratto formativo,Valutazione e Autovalutazione | Orientamento | Rapporti con Famiglie
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Orientamento per il consolidamento della scelta e riorientamento,Orientamento | Valutazione e Autovalutazione
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza; Cittadinanza e Legalità,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,"Sviluppo di competenze individuali per la riuscita personale, professionale e sociale",Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza | Cittadinanza e Legalità
Cittadinanza e Legalità; Prevenzione Disagio; Sport e Benessere,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Educazione alla salute e prevenzione tossicodipendenze,Educazione Civica | Prevenzione Disagio | Sport e Benessere
PCTO/Alternanza; Orientamento; Imprenditorialità; Formazione Docenti,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Enti Territoriali e Mondo del Lavoro,PCTO/Alternanza | Orientamento | Imprenditorialità | Formazione Docenti
Orientamento; Inclusione e BES; PCTO/Alternanza; Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione; Lingue Straniere; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Imprenditorialità; Intercultura e Lingue; Prevenzione Disagio; Continuità e Accoglienza; Valutazione e Autovalutazione; Formazione Docenti; Rapporti con Famiglie,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Commissioni di Lavoro per Aree Specifiche,Orientamento | Inclusione e BES | PCTO/Alternanza | Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Digitalizzazione | Lingue Straniere | Arte e Creatività | Musica e Teatro | Sport e Benessere | Scienze e Ricerca | Lettura e Scrittura | Matematica e Logica | Imprenditorialità | Intercultura | Prevenzione Disagio | Continuità e Accoglienza | Valutazione e Autovalutazione | Formazione Docenti | Rapporti con Famiglie
PCTO/Alternanza; Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Percorso di Alternanza Scuola-Lavoro Strutturato per Fasi,PCTO/Alternanza | Orientamento | Valutazione e Autovalutazione
PCTO/Alternanza; Orientamento; Formazione Docenti,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Formazione in Aula con Esperti Aziendali,PCTO/Alternanza | Orientamento | Formazione Docenti
PCTO/Alternanza; Valutazione e Autovalutazione,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Integrazione Didattica per Coerenza Scuola-Lavoro,PCTO/Alternanza | Valutazione e Autovalutazione
Inclusione e BES; Orientamento,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Buone Pratiche per l'Inclusione,Attivazione Peer Tutoring con Studenti Tutor,Inclusione e BES | Orientamento
Orientamento; Inclusione e BES; PCTO/Alternanza; Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione; Lingue Straniere; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Imprenditorialità; Intercultura e Lingue; Prevenzione Disagio; Continuità e Accoglienza; Valutazione e Autovalutazione; Formazione Docenti; Rapporti con Famiglie,Lazio,Viterbo,"""P. Savi"" - Viterbo",VTIS014004,II Grado,"I Grado, Infanzia, Professionale",Azioni di Sistema e Governance,Analisi del Contesto e dei Bisogni del Territorio,Orientamento | Inclusione e BES | PCTO/Alternanza | Cittadinanza e Legalità | Sostenibilità e Ambiente | Digitalizzazione | Lingue Straniere | Arte e Creatività | Musica e Teatro | Sport e Benessere | Scienze e Ricerca | Lettura e Scrittura | Matematica e Logica | Imprenditorialità | Intercultura | Prevenzione Disagio | Continuità e Accoglienza | Valutazione e Autovalutazione | Formazione Docenti | Rapporti con Famiglie
Continuità e Accoglienza; Orientamento; Inclusione e BES,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Percorso Modulo 0 per l'inserimento e il benessere degli studenti,Continuità e Accoglienza | Orientamento | Inclusione e BES
Valutazione e Autovalutazione; Orientamento; Inclusione e BES; PCTO/Alternanza; Continuità e Accoglienza,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Piano di miglioramento basato sul RAV,Valutazione e Autovalutazione | Orientamento | Inclusione e BES | PCTO/Alternanza | Continuità e Accoglienza
PCTO/Alternanza; Orientamento; STEM e Ricerca,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,"Intensificazione rapporti con mondo del lavoro, Università, Enti e Associazioni",PCTO/Alternanza | Orientamento | Scienze e Ricerca
PCTO/Alternanza; Orientamento,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Tirocini in azienda e percorsi PCTO,PCTO/Alternanza | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,PCTO in raccordo con mondo del lavoro e ricerca,PCTO/Alternanza | Orientamento | Imprenditorialità
Orientamento; Valutazione e Autovalutazione; Inclusione e BES,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Patto Formativo Individuale e Valutazione Personalizzata,Orientamento | Valutazione e Autovalutazione | Inclusione e BES
Rapporti con Famiglie; Valutazione e Autovalutazione,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Ruolo del docente coordinatore di classe,Rapporti con Famiglie | Valutazione e Autovalutazione
Orientamento; Imprenditorialità; Valutazione e Autovalutazione,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto We Can Job,Orientamento | Imprenditorialità | Valutazione e Autovalutazione
PCTO/Alternanza; STEM e Ricerca; Digitalizzazione; Orientamento,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,P-Tech IBM Italia,PCTO/Alternanza | Scienze e Ricerca | Digitalizzazione | Orientamento
PCTO/Alternanza; Imprenditorialità; Orientamento,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Startupper sui banchi di scuola - Lazio Innova,PCTO/Alternanza | Imprenditorialità | Orientamento
Inclusione e BES; Cittadinanza e Legalità; Sostenibilità e Ambiente; Intercultura e Lingue; Valutazione e Autovalutazione,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,MAB: Mappatura percettiva ed outdoor learning per contrasto dispersione,Inclusione e BES | Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Intercultura | Valutazione e Autovalutazione
Sport e Benessere; Sostenibilità e Ambiente; Cittadinanza e Legalità; Prevenzione Disagio,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Il Terminillo fa scuola: Sci e Orienteering,Sport e Benessere | Sostenibilità e Ambiente | Educazione Civica | Prevenzione Disagio
Sport e Benessere; Orientamento,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Studente-Atleta,Sport e Benessere | Orientamento
Orientamento; Rapporti con Famiglie; Continuità e Accoglienza,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Funzione Strumentale Orientamento (in entrata e in uscita),Orientamento | Rapporti con Famiglie | Continuità e Accoglienza
Orientamento; Formazione Docenti,Lazio,Rieti,I.P.I.A. E. Vanoni,RIRI00701X,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Rete 'PERCORSI QUADRIENNALI',Orientamento | Formazione Docenti
Lingue Straniere; Orientamento,Lazio,Roma,Ic Giuseppe Impastato,RMIC8CR006,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Partnership e Collaborazioni Strategiche,Collaborazioni per certificazioni linguistiche internazionali,Lingue Straniere | Orientamento
Lingue Straniere; Orientamento; Intercultura e Lingue,Lazio,Roma,Ic Giuseppe Impastato,RMIC8CR006,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Potenziamento Linguistico con Certificazioni Internazionali,Lingue Straniere | Orientamento | Intercultura
Arte e Creatività; Inclusione e BES; Sport e Benessere; Prevenzione Disagio,Lazio,Roma,Mahatma Gandhi,RMIC8ES00L,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale, Tecnico",Progetti e Attività Esemplari,Laboratorio teatrale per la socializzazione,Arte e Creatività | Inclusione e BES | Sport e Benessere | Prevenzione Disagio
Orientamento; Inclusione e BES; Prevenzione Disagio; PCTO/Alternanza,Lazio,Roma,Mahatma Gandhi,RMIC8ES00L,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,"Sportello di Ascolto, Dialogo e Orientamento",Orientamento | Inclusione e BES | Prevenzione Disagio | PCTO/Alternanza
Orientamento; Continuità e Accoglienza; PCTO/Alternanza,Lazio,Roma,Mahatma Gandhi,RMIC8ES00L,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto 'Il Mio Futuro': Orientamento nella Scuola Superiore,Orientamento | Continuità e Accoglienza | PCTO/Alternanza
