tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
STEM e Ricerca; Digitalizzazione; Orientamento,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Percorsi di Potenziamento STEM e Orientamento STEM,STEM e Ricerca | Digitalizzazione | Orientamento
Sostenibilità e Ambiente; Arte e Creatività; Lettura e Scrittura; STEM e Ricerca,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Progetto 'Bosco Parlante',Sostenibilità e Ambiente | Arte e Creatività | Lettura e Scrittura | STEM e Ricerca
STEM e Ricerca; Cittadinanza e Legalità; Orientamento; Altro,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Progetto 'L'Archeologo e la Scoperta della Città Etrusca di Veio',STEM e Ricerca | Cittadinanza e Legalità | Orientamento | Altro
Inclusione e BES; Orientamento; Prevenzione Disagio,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Azioni di prevenzione e contrasto alla dispersione scolastica (PNRR),Inclusione e BES | Orientamento | Prevenzione Disagio
Inclusione e BES; Prevenzione Disagio; Orientamento; Formazione Docenti,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Scuola = Futuro: Tutoraggio e percorsi formativi per studenti a rischio,Inclusione e BES | Prevenzione Disagio | Orientamento | Formazione Docenti
Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Promozione della Legalità e del Rispetto delle Regole,Cittadinanza e Legalità | Valutazione e Autovalutazione
Sostenibilità e Ambiente; Cittadinanza e Legalità; STEM e Ricerca,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Sviluppo di Stili di Vita Sostenibili e Consapevolezza Ambientale,Sostenibilità e Ambiente | Cittadinanza e Legalità | STEM e Ricerca
Sostenibilità e Ambiente; Cittadinanza e Legalità,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Consapevolezza Impatti Ambientali Tecnologie Digitali,Sostenibilità e Ambiente | Cittadinanza e Legalità
PCTO/Alternanza; Orientamento; Cittadinanza e Legalità,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Percorsi per le Competenze Trasversali e per l'Orientamento (PCTO),PCTO/Alternanza | Orientamento | Cittadinanza e Legalità
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Orientamento in Ingresso,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
PCTO/Alternanza; Inclusione e BES,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Protocollo d'intesa con Enti Locali per PCTO alunni con disabilità,PCTO/Alternanza | Inclusione e BES
Prevenzione Disagio; Inclusione e BES; Orientamento,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Supporto psicologico per problematiche adolescenziali,Prevenzione Disagio | Inclusione e BES | Orientamento
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Piani personalizzati per DSA e altri disturbi,Inclusione e BES | Valutazione e Autovalutazione
Imprenditorialità; Orientamento; Lingue Straniere; PCTO/Alternanza,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,Start Up UER “La tua idea … vale”,Imprenditorialità | Orientamento | Lingue Straniere | PCTO/Alternanza
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,MAXXI ART WORK - Sperimenta e condividi le professioni della cultura,Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
PCTO/Alternanza; Altro; Digitalizzazione; Cittadinanza e Legalità,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,APPlichiamoci nel quartiere: sulle tracce della Storia,PCTO/Alternanza | Altro | Digitalizzazione | Cittadinanza e Legalità
Inclusione e BES; Orientamento; Rapporti con Famiglie,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Gruppo Lavoro Inclusione (GLI) per BES,Inclusione e BES | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; Formazione Docenti; Valutazione e Autovalutazione,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Azioni di Sistema e Governance,Funzioni Strumentali al P.O.F.,Orientamento | Inclusione e BES | Formazione Docenti | Valutazione e Autovalutazione
Orientamento; Cittadinanza e Legalità; Lingue Straniere; Matematica e Logica; STEM e Ricerca; PCTO/Alternanza,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,Potenziamento Disciplinare e Orientamento,Orientamento | Cittadinanza e Legalità | Lingue Straniere | Matematica e Logica | STEM e Ricerca | PCTO/Alternanza
Inclusione e BES; Orientamento; Valutazione e Autovalutazione; Rapporti con Famiglie,Lazio,Roma,Eugenio Montale,RMPC320006,II Grado,Liceo,Buone Pratiche per l'Inclusione,Inclusione attraverso Flessibilità e Coinvolgimento,Inclusione e BES | Orientamento | Valutazione e Autovalutazione | Rapporti con Famiglie
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Piano di miglioramento basato sul RAV,Valutazione e Autovalutazione | Orientamento
STEM e Ricerca; Matematica e Logica; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Università per Liceo Matematico,STEM e Ricerca | Matematica e Logica | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Partnership per i PCTO,PCTO/Alternanza | Orientamento | Imprenditorialità
PCTO/Alternanza; Imprenditorialità; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Metodologie Didattiche Innovative,Impresa Formativa Simulata nei PCTO,PCTO/Alternanza | Imprenditorialità | Orientamento
STEM e Ricerca; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Atenei per progetti sperimentali,STEM e Ricerca | Orientamento
Orientamento; Continuità e Accoglienza,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Progetti e Attività Esemplari,Incontro studenti-ex studenti per scambio esperienze universitarie,Orientamento | Continuità e Accoglienza
Orientamento; PCTO/Alternanza; Imprenditorialità,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Incontri con professionisti per orientamento lavorativo,Orientamento | PCTO/Alternanza | Imprenditorialità
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Creazione di un centro di orientamento interno all'Istituto,Orientamento | Valutazione e Autovalutazione
Orientamento; Valutazione e Autovalutazione; Continuità e Accoglienza,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Coinvolgimento classi terze e quarte in formazione all'orientamento,Orientamento | Valutazione e Autovalutazione | Continuità e Accoglienza
Orientamento; Inclusione e BES; PCTO/Alternanza; Digitalizzazione; STEM e Ricerca; Lettura e Scrittura; Lingue Straniere; Formazione Docenti,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Funzioni Strumentali per Aree di Attività,Orientamento | Inclusione e BES | PCTO/Alternanza | Digitalizzazione | STEM e Ricerca | Lettura e Scrittura | Lingue Straniere | Formazione Docenti
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Curriculum dello Studente,Orientamento | Valutazione e Autovalutazione
Arte e Creatività; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Progetti e Attività Esemplari,Creazione Autoritratti con Tecniche Diverse,Arte e Creatività | Orientamento
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,G. D'Annunzio,RMPSII500C,II Grado,Liceo,Progetti e Attività Esemplari,Valorizzazione del merito degli alunni con borse di studio,Valutazione e Autovalutazione | Orientamento
Inclusione e BES; Prevenzione Disagio; Orientamento; Rapporti con Famiglie,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Buone Pratiche per l'Inclusione,Percorsi Personalizzati e Tutoraggio per Studenti Fragili,Inclusione e BES | Prevenzione Disagio | Orientamento | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; Valutazione e Autovalutazione,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Azioni di Sistema e Governance,Costruzione di un Curricolo Verticale e Sistema di Valutazione per Competenze,Orientamento | Continuità e Accoglienza | Valutazione e Autovalutazione
PCTO/Alternanza; Sostenibilità e Ambiente; Orientamento; Imprenditorialità; STEM e Ricerca,Lazio,Roma,Istituto Maresca Liceo Artistico,RMSLZ35008,II Grado,"Liceo, Professionale",Progetti e Attività Esemplari,PCTO 'La Transizione Energetica Che Fa Scuola',PCTO/Alternanza | Sostenibilità e Ambiente | Orientamento | Imprenditorialità | STEM e Ricerca
Orientamento; Cittadinanza e Legalità; Intercultura e Lingue; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Enti e Associazioni del Territorio,Orientamento | Cittadinanza e Legalità | Intercultura | Continuità e Accoglienza | Rapporti con Famiglie
Lingue Straniere; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Certificazioni linguistiche per studenti,Lingue Straniere | Orientamento
Digitalizzazione; Orientamento; Imprenditorialità; PCTO/Alternanza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Potenziamento competenze digitali e trasversali,Digitalizzazione | Orientamento | Imprenditorialità | PCTO/Alternanza
Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Sviluppo competenze linguistiche e interculturali per mobilità,Lingue Straniere | Intercultura
Arte e Creatività; Digitalizzazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Analisi e progettazione di artefatti visivi per la comunicazione di massa,Arte e Creatività | Digitalizzazione
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,"PCTO con Università, CNR e Enti Territoriali",PCTO/Alternanza | Orientamento | Imprenditorialità
Inclusione e BES; PCTO/Alternanza; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Collaborazione per percorsi di autonomia e PCTO,Inclusione e BES | PCTO/Alternanza | Orientamento
Continuità e Accoglienza; Inclusione e BES; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Attività di accoglienza e integrazione strutturate,Continuità e Accoglienza | Inclusione e BES | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Orientamento in entrata e in uscita con supporto al ri-orientamento,Orientamento | Continuità e Accoglienza | Prevenzione Disagio
Lingue Straniere; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Potenziamento lingua inglese B2 per scopi comunicativi e professionali,Lingue Straniere | Orientamento
Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Applicazione metodologie gestione per progetti,Imprenditorialità | Orientamento
Orientamento; Cittadinanza e Legalità,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Sviluppo competenze di team working e comunicazione organizzativa,Orientamento | Cittadinanza e Legalità
Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Analisi e interpretazione tendenze di mercato e modelli aziendali,Imprenditorialità | Orientamento
PCTO/Alternanza; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,PCTO con stage in azienda e lezioni professionali,PCTO/Alternanza | Orientamento
Digitalizzazione; STEM e Ricerca; Matematica e Logica,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Percorsi per lo sviluppo delle competenze STEM con fondi PNRR,Digitalizzazione | STEM e Ricerca | Matematica e Logica
Orientamento; Continuità e Accoglienza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,"Moduli di orientamento formativo per classi I, II e III",Orientamento | Continuità e Accoglienza
PCTO/Alternanza; Imprenditorialità; Orientamento,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,"PCTO Progetto ""Che impresa, ragazzi!""",PCTO/Alternanza | Imprenditorialità | Orientamento
Cittadinanza e Legalità; Orientamento; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto EDUCAL - Simulazione Aule di Tribunale,Cittadinanza e Legalità | Orientamento | Prevenzione Disagio
Orientamento; Lingue Straniere; Arte e Creatività; PCTO/Alternanza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Organizzazione visita guidata da studenti del corso turistico,Orientamento | Lingue Straniere | Arte e Creatività | PCTO/Alternanza
Prevenzione Disagio; Sport e Benessere; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Laboratori sui Disturbi del Comportamento Alimentare,Prevenzione Disagio | Sport e Benessere | Cittadinanza e Legalità | Rapporti con Famiglie
Lingue Straniere; Orientamento; Altro,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,DELE A2/B1 para escolares,Lingue Straniere | Orientamento | Altro
Inclusione e BES; PCTO/Alternanza; Continuità e Accoglienza,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Accoglienza e integrazione alunni BES,Inclusione e BES | PCTO/Alternanza | Continuità e Accoglienza
Continuità e Accoglienza; Orientamento; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,Attività di accoglienza per favorire l'inserimento scolastico,Continuità e Accoglienza | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Prevenzione Disagio,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto FIxO YEI per NEET,Orientamento | Inclusione e BES | PCTO/Alternanza | Prevenzione Disagio
Inclusione e BES; Orientamento; Prevenzione Disagio; Valutazione e Autovalutazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Progetti e Attività Esemplari,Percorsi di Mentoring PNRR per studenti a rischio abbandono,Inclusione e BES | Orientamento | Prevenzione Disagio | Valutazione e Autovalutazione
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Valutazione focalizzata sui contenuti e sul progresso,Inclusione e BES | Valutazione e Autovalutazione
PCTO/Alternanza; Orientamento; Inclusione e BES,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,PCTO per alunni con disabilità e orientamento post-diploma,PCTO/Alternanza | Orientamento | Inclusione e BES
Inclusione e BES; Orientamento; Valutazione e Autovalutazione; Formazione Docenti; Azioni di Sistema e Governance,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,"Funzioni Strumentali per Inclusione, Orientamento e Aggiornamento",Inclusione e BES | Orientamento | Valutazione e Autovalutazione | Formazione Docenti | Azioni di Sistema e Governance
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Ist. Tec. Turismo,RMTD087023,II Grado,Tecnico,Azioni di Sistema e Governance,Coordinamento Funzione Strumentale Orientamento,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Enti Locali per servizi e sostegno agli studenti,Orientamento | Inclusione e BES | PCTO/Alternanza | Cittadinanza e Legalità | Rapporti con Famiglie
PCTO/Alternanza; STEM e Ricerca; Orientamento; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Esperienze Territoriali Significative,PCTO in collaborazione con enti di ricerca e università,PCTO/Alternanza | STEM e Ricerca | Orientamento | Imprenditorialità
Orientamento; PCTO/Alternanza; Valutazione e Autovalutazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Metodologie Didattiche Innovative,Tutoring e valorizzazione esperienze culturali/professionali studenti,Orientamento | PCTO/Alternanza | Valutazione e Autovalutazione
Orientamento; PCTO/Alternanza; Valutazione e Autovalutazione; Continuità e Accoglienza,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Riconoscimento crediti formativi per studi/esperienze lavorative,Orientamento | PCTO/Alternanza | Valutazione e Autovalutazione | Continuità e Accoglienza
PCTO/Alternanza; Orientamento; STEM e Ricerca,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Collaborazione con Aeronautica Militare per PCTO,PCTO/Alternanza | Orientamento | STEM e Ricerca
Orientamento; Valutazione e Autovalutazione; STEM e Ricerca; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Modulo di orientamento formativo per la classe V (PNRR),Orientamento | Valutazione e Autovalutazione | STEM e Ricerca | Imprenditorialità
Imprenditorialità; PCTO/Alternanza; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Pillole Di Project Management,Imprenditorialità | PCTO/Alternanza | Orientamento
Orientamento; Cittadinanza e Legalità; STEM e Ricerca; Arte e Creatività,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto Villa Mondragone: Valorizzazione Culturale e Didattica Interdisciplinare,Orientamento | Cittadinanza e Legalità | STEM e Ricerca | Arte e Creatività
Orientamento; Imprenditorialità; STEM e Ricerca; Matematica e Logica,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,"Unilab: Seminari su Economia, Impresa e Società con Università Tor Vergata",Orientamento | Imprenditorialità | STEM e Ricerca | Matematica e Logica
Orientamento; Cittadinanza e Legalità; Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,NHSMUN NEW YORK: Simulazione Internazionale dei Lavori delle Nazioni Unite,Orientamento | Cittadinanza e Legalità | Lingue Straniere | Intercultura
Orientamento; PCTO/Alternanza; Imprenditorialità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Startupper School Academy: Ideazione e Prototipazione Progetti Imprenditoriali,Orientamento | PCTO/Alternanza | Imprenditorialità
Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Percorso Formativo Organico per la Cittadinanza Attiva,Cittadinanza e Legalità | Sostenibilità e Ambiente | Digitalizzazione
Digitalizzazione; Lettura e Scrittura; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Sistema Informatizzato per la Biblioteca,Digitalizzazione | Lettura e Scrittura | Orientamento
Orientamento; Cittadinanza e Legalità; Imprenditorialità; Valutazione e Autovalutazione,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Educazione finanziaria - ATTIVA LA RETE TUTTI PER UNO,Orientamento | Cittadinanza e Legalità | Imprenditorialità | Valutazione e Autovalutazione
Cittadinanza e Legalità; Orientamento; Intercultura e Lingue,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,DI-BATTITI: Dibattiti interattivi per il benessere e la crescita culturale,Cittadinanza e Legalità | Orientamento | Intercultura
Sostenibilità e Ambiente; PCTO/Alternanza; STEM e Ricerca; Cittadinanza e Legalità,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Progetto 'Dallo sport al gioco – il ciclo sostenibile della gomma',Sostenibilità e Ambiente | PCTO/Alternanza | STEM e Ricerca | Cittadinanza e Legalità
Digitalizzazione; Formazione Docenti; PCTO/Alternanza; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Progetti e Attività Esemplari,Gestione Corsi Cisco e Certificazioni Informatiche,Digitalizzazione | Formazione Docenti | PCTO/Alternanza | Orientamento
Orientamento; Inclusione e BES; PCTO/Alternanza,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Azioni di Sistema e Governance,Commissione per l'orientamento in uscita e Dipartimento di sostegno,Orientamento | Inclusione e BES | PCTO/Alternanza
PCTO/Alternanza; STEM e Ricerca; Orientamento,Lazio,Roma,Enrico Fermi,RMTF180009,II Grado,Tecnico,Partnership e Collaborazioni Strategiche,Convenzioni con Università e Enti di Ricerca per PCTO,PCTO/Alternanza | STEM e Ricerca | Orientamento
Cittadinanza e Legalità; Sostenibilità e Ambiente; Arte e Creatività,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,"Formazione su Legalità, Sostenibilità e Beni Culturali",Cittadinanza e Legalità | Sostenibilità e Ambiente | Arte e Creatività
Orientamento; Continuità e Accoglienza,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Centro Studi e Recupero Anni Scolastici,Orientamento | Continuità e Accoglienza
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Stage e Tirocini per Collegamento Mondo del Lavoro,PCTO/Alternanza | Orientamento | Imprenditorialità
Orientamento; Continuità e Accoglienza; Sostenibilità e Ambiente,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Sinergie con Università e Istituzioni Locali,Orientamento | Continuità e Accoglienza | Sostenibilità e Ambiente
Orientamento; Lingue Straniere; Intercultura e Lingue; Sport e Benessere,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Percorsi per le Competenze Trasversali e Orientamento (PCTO) con Erasmus+,Orientamento | Lingue Straniere | Intercultura | Sport e Benessere
Valutazione e Autovalutazione; Orientamento; Rapporti con Famiglie,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Approccio sistemico al sapere e contratto formativo,Valutazione e Autovalutazione | Orientamento | Rapporti con Famiglie
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Orientamento per il consolidamento della scelta e riorientamento,Orientamento | Valutazione e Autovalutazione
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza; Cittadinanza e Legalità,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,"Sviluppo di competenze individuali per la riuscita personale, professionale e sociale",Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza | Cittadinanza e Legalità
Cittadinanza e Legalità; Prevenzione Disagio; Sport e Benessere,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Educazione alla salute e prevenzione tossicodipendenze,Cittadinanza e Legalità | Prevenzione Disagio | Sport e Benessere
PCTO/Alternanza; Orientamento; Imprenditorialità; Formazione Docenti,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Enti Territoriali e Mondo del Lavoro,PCTO/Alternanza | Orientamento | Imprenditorialità | Formazione Docenti
Orientamento; Inclusione e BES; PCTO/Alternanza; Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione; Lingue Straniere; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Imprenditorialità; Intercultura e Lingue; Prevenzione Disagio; Continuità e Accoglienza; Valutazione e Autovalutazione; Formazione Docenti; Rapporti con Famiglie,Lazio,Roma,Aniene - Turismo,RMTN8V500Q,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Commissioni di Lavoro per Aree Specifiche,Orientamento | Inclusione e BES | PCTO/Alternanza | Cittadinanza e Legalità | Sostenibilità e Ambiente | Digitalizzazione | Lingue Straniere | Arte e Creatività | Musica e Teatro | Sport e Benessere | STEM e Ricerca | Lettura e Scrittura | Matematica e Logica | Imprenditorialità | Intercultura | Prevenzione Disagio | Continuità e Accoglienza | Valutazione e Autovalutazione | Formazione Docenti | Rapporti con Famiglie
